,A,B,C,D,E
2024-08-21,0.02542074867348924,0.0,0.0,0.0019295074589011237,0.0
2024-08-22,-0.015531469930279701,0.0,0.0,0.008766642351508902,0.0
2024-08-23,0.047398624164281304,0.0,0.0,0.007497469060905152,0.0
2024-08-26,-0.022419514236501552,0.0,0.0,0.006661937505929896,0.0
2024-08-27,-0.0014018874304139227,0.0,0.0,-0.0033727204165913253,0.0
2024-08-28,-0.02778404316989059,0.0,0.0,0.002023996693429588,0.0
2024-08-29,-0.013052567783254415,0.0,0.0,0.0023343707952464404,0.0
2024-08-30,0.00544790602217819,0.0,0.07907919761725499,0.003982651927577186,0.0
2024-09-02,0.0,0.0,0.0,0.0,0.0
2024-09-03,-0.07360431809528403,0.0,0.0,-0.010289740136802986,0.0
2024-09-04,0.008651127107290074,0.0,0.0,-0.0021694077502124823,0.0
2024-09-05,-0.02023583279919841,0.0,0.0,-0.0017719611267699568,0.0
2024-09-06,-0.03893685535264449,0.0,0.0,-0.008498561642569992,0.0
2024-09-09,0.03392862105953615,0.0,0.0,0.009872441728887285,0.0
2024-09-10,0.005827261485908214,0.0,0.0,-0.004349199960716878,0.0
2024-09-11,0.03359704275968011,0.0,0.0,0.0011327735924253268,0.0
2024-09-12,0.020526539914690684,0.0,0.0,0.004647136731811755,0.0
2024-09-13,0.032666882851545884,0.0,0.0,0.00597018163339617,0.0
2024-09-16,0.0067165900786104234,0.0,0.0,0.0014520158576888276,0.0
2024-09-17,0.0016760217601509977,0.0,0.0,-0.00342457088407684,0.0
2024-09-18,0.0035152769313510244,0.0,0.0,-0.00354386265710663,0.0
2024-09-19,0.04619938315181988,0.0,0.0,-0.000240793903990036,0.0
2024-09-20,0.03156203437451043,0.0,0.0,0.0021413234465467125,0.0
2024-09-23,0.009374314024579883,0.0,-0.03272209073773327,0.00756134733093332,0.0
2024-09-24,0.0137324679453437,0.0,0.0,-0.003919549328870507,0.0
2024-09-25,0.01025378118983104,0.0,0.0,-0.00582216908226037,0.0
2024-09-26,0.013022385842150869,0.0,0.0,0.0035126977102073477,0.0
2024-09-27,0.011328141851029145,0.0,0.0,0.0032849016722953156,0.0
2024-09-30,-0.010904925736297139,0.0,0.0,0.008566411000592055,0.0
2024-10-01,0.002399034453812482,0.0,0.0,-0.002694607260302939,0.0
2024-10-02,0.009373169417109034,0.0,0.0,0.0011816560163578293,0.0
2024-10-03,0.006514660416793156,0.0,0.0,-0.0027306057955757425,0.0
2024-10-04,0.018493878790939507,0.0,0.0,0.004332444934171813,0.0
2024-10-07,-0.00935570795751089,0.0,0.0,-0.005266627063676219,0.0
2024-10-08,0.026287714237371924,0.0,0.0,0.004434559450060713,0.0
2024-10-09,-0.005081905356423372,0.0,0.0,0.0027993642736417754,0.0
2024-10-10,0.0029250522060958626,0.0,0.0,-0.0035012710143074877,0.0
2024-10-11,0.009161656482140217,0.0,0.0,0.010301757154397947,0.0
2024-10-14,0.008354073673133894,0.0,0.0,0.010281316214180745,0.0
2024-10-15,-0.0013160633892640935,0.0,0.0,-0.009480916232279158,0.0
2024-10-16,0.018880499545732295,0.0,0.0,0.0023839951179313187,0.0
2024-10-17,-0.02427800393100877,0.0,0.0,-0.0035207222983932025,0.0
2024-10-18,0.00780639727271883,0.0,0.0,0.0020913244648942076,0.004226527107862256
2024-10-21,0.0053886700913753525,0.0,0.0,-0.00211660019900618,-0.005891829699415596
2024-10-22,0.0038728991191693428,0.0,0.0,-0.00043626362851409737,-0.01912766788006015
2024-10-23,-0.0007763263745171942,0.0,-0.022151045270222148,0.0006905957376564059,-0.005823894807421626
2024-10-24,-0.0006665363613416017,0.0,0.0,-0.002293636427050931,-0.00944591843247633
2024-10-25,0.002248247244123841,0.0,0.0,0.001846589254031293,0.008066796827118639
2024-10-28,0.01790440681593805,0.0,-0.05287776126547789,0.0026483802407016566,0.012090390630960623
2024-10-29,0.005631177768874801,0.0,0.0,0.0031243690724877737,-0.0052347915926992394
2024-10-30,-0.00848121523278061,0.0,-0.00395871624763369,-0.003394125868337195,0.0014478627998578525
2024-10-31,0.027531134699253675,0.0,0.005439940263443681,-0.007387541273337913,-0.01394438614753892
2024-11-01,-0.030575531274061634,0.0,0.005568967243955908,-1.009779090032644e-05,-0.00880629176530795
2024-11-04,-0.018579851354011818,0.0,-0.007615285656264299,0.0006771890614624836,0.011406517890782989
2024-11-05,0.032873002961537605,0.0,0.0,0.012667499446154412,0.02353382817666651
2024-11-06,0.0445415832978635,0.0,0.0,0.01166288420767731,0.0618644542453208
2024-11-07,0.09835490949251062,0.0,0.008181404134880124,0.003127339374874175,0.006993456792462864
2024-11-08,0.02035430609980564,0.0,-0.0260729926165199,0.005224335355585334,-0.00025527409526413897
2024-11-11,0.0004777545012540547,0.0,-0.012917252227167837,0.0026797702833590373,-0.03399265881354058
2024-11-12,-0.021151441756348612,0.0,0.0,-0.0055045452048077086,-0.02895312633240643
2024-11-13,-0.02656822456601498,0.0,0.0,-0.005054553759034851,-0.01100928910162391
2024-11-14,4.765548164741018e-05,0.0,0.0,-0.006420114549466763,0.0034787629063943726
2024-11-15,0.05453281978307813,0.0,0.0,-0.006555033833061452,-0.013173129944307527
2024-11-18,-0.01628230348179891,0.0,0.0,0.002761169346038928,0.01990627922281596
2024-11-19,0.054305035087626984,0.0,0.0,0.000817383749360329,0.013088346360268455
2024-11-20,0.019312802699499594,0.0,0.0,0.005009099882096952,-0.00951942760846547
2024-11-21,0.002727508421084688,0.0,0.0077186236386455765,0.009823233453595648,0.005489781924846742
2024-11-22,-0.025847403633291202,0.0,0.0,-0.0031253038062912923,0.00378081773882806
2024-11-25,-0.04079844626658791,0.0,0.0,0.0019018358428170038,0.006368747118949913
2024-11-26,-0.016181821700226275,0.0,0.0,0.006658313393444553,0.006671451884753848
2024-11-27,0.011059114354093189,0.0,0.0,0.0024786690626750797,0.0042213120755719424
2024-11-28,0.0,0.0,0.0,0.0,0.0
2024-11-29,-0.013464198971108302,0.0,0.0,0.007182191802598532,-0.003511985482883187
2024-12-02,-0.017607443543103476,0.0,0.0,-0.0007247078211007656,-0.01793574378582577
2024-12-03,0.010932965243080614,0.0,0.0,-0.0028735046011498975,-0.0006433347915799535
2024-12-04,0.007276725470715348,0.0,0.0,-0.001712616048557001,-0.0020676274877875966
2024-12-05,-0.0007505877210761485,0.0,0.0,-0.0007247187605972496,-0.0025421966069090036
2024-12-06,0.0004149532352117763,0.0,0.0,-0.002854879129676393,-0.0054691468189807125
2024-12-09,-0.015389564724745355,0.0,0.0,-0.0036375148136945233,-0.008972132476537307
2024-12-10,-0.008081377046558083,0.0,0.0,-0.0024784101429511395,0.0001245737171368111
2024-12-11,0.0019658426258897434,0.0,0.0,0.0010086089632422301,0.001296619578215062
2024-12-12,-0.0055641827657385255,0.0,0.0,-0.003522424591878867,-0.006061115792401285
2024-12-13,0.007057787387360468,0.0,0.0,-0.002840928433537723,-0.012860538578082567
2024-12-16,0.02501516940265227,0.0,0.0,-0.005975795787357075,-0.0037391540514599255
2024-12-17,0.006532716856970397,0.0,0.0,-0.0030532969950333687,-0.005958088738059653
2024-12-18,0.08788453050339792,0.0,0.0,-0.021023965549347157,-0.0323485992385623
2024-12-19,0.06629118178023498,0.0,0.0,-0.004111593254419817,-0.008815684109245315
2024-12-20,-0.07855904750700589,0.0,0.0,0.014427505212137213,0.020337455217163302
2024-12-23,-0.05612089084897276,0.0,0.0,-0.0020045633261116646,0.001289668601190419
2024-12-24,-0.029589600916852057,0.0,0.0,0.010620120086113615,0.010501906229317992
2024-12-25,0.0,0.0,0.0,0.0,-0.0025
2024-12-26,-0.0027974500457855463,0.0,0.0,0.0003149082206695407,-0.0005487726931150775
2024-12-27,0.021971941177527585,0.0,0.0,0.004976479188012738,-0.010096153401881266
2024-12-30,0.0002979147535830482,0.0,0.0,0.003885946497837802,-0.017025676931382697
2024-12-31,-0.00523892903791541,0.0,0.0,-0.006781902474384251,-0.00761700509850073
2025-01-01,0.0,0.0,0.0,0.0,0.0
2025-01-02,0.032852949613834455,0.0,0.0,-0.00546591495397737,0.0062887505779517395
2025-01-03,-0.01785840081336695,0.0,0.0,0.007144687876209007,0.015484738051993784
2025-01-06,0.002343411255708247,0.0,0.0,0.002651686487628148,0.014140793335798747
2025-01-07,0.02125902713502935,0.0,0.0,-0.001582282551403638,-0.014417578542743337
2025-01-08,-0.00984112882030071,0.0,0.0,0.001462581782651318,0.005904619242753539
2025-01-09,0.0,0.0,0.0,0.0,0.0
2025-01-10,-0.009404505463497165,0.0,0.0,-0.007883068077442478,-0.02112638407465972
2025-01-13,0.00273520942320244,-0.017467905557191354,0.021520667475966905,0.005003525771226962,0.0006277404884995064
2025-01-14,0.016834934943348773,0.029897442487749903,0.0,0.0035830323448649086,0.0082789417146412
2025-01-15,0.03860608986609772,0.022914010536182073,0.0,0.002772820188021157,0.031082879592859974
2025-01-16,0.014597339088083689,0.020181894024306212,0.0,0.011142087068166205,0.00029312464288190577
2025-01-17,0.03154133742928084,0.003120138512802639,0.0,-0.0011885776418542526,0.008473763849688032
2025-01-20,0.0,0.0,0.0,0.0,0.0
2025-01-21,0.0097153377345565,0.0379023616026853,0.0,0.009376658705711324,-0.00337243344687741
2025-01-22,0.022030296881481608,0.004581474768760052,0.0,-0.009350340760448867,-0.010346997621818076
2025-01-23,0.00043954818758657496,0.008048559495874729,0.0,0.011501702961437961,0.006048646625069809
2025-01-24,-0.015149649258137204,0.0,-0.028344535254440827,-0.00889870403867166,-0.009470347357061737
2025-01-27,-0.07979026170070068,0.0,0.0,-0.006684433138896794,-0.0048152825744308455
2025-01-28,0.03807259496952202,0.0,0.0,0.004816137473090609,0.0
2025-01-29,0.010876637647954273,0.0,0.0,0.003190824401214607,0.0
2025-01-30,0.026321270992880192,0.0,0.014189563537545502,0.01435933826871022,0.0
2025-01-31,-0.007223364261019311,0.0,0.027823224683013063,-0.0005257622369470099,0.0
2025-02-03,0.0016991265177726813,0.0,-0.004531273079918652,-0.00270386434051543,0.0
2025-02-04,0.05630186542470734,0.0,0.0,0.0029679421536802685,0.0
2025-02-05,-0.005423479547511195,0.0,0.0,0.0017325119833866407,0.0
2025-02-06,0.01930965283644274,0.0,0.0,-0.001609046824075085,0.0
2025-02-07,0.009481664600981581,0.0,0.008998044389327588,-0.00347330615780654,0.0
2025-02-10,0.02433353494097589,0.0,0.0,-0.0002996619098709565,0.0
2025-02-11,-0.0376810516917888,0.0,0.0,0.0008143522984073954,0.0
2025-02-12,0.02342417537729526,0.0,0.05292125794124389,0.0024241502623569364,0.0
2025-02-13,0.07609274596503451,0.0,0.0,0.007824101357707933,0.0
2025-02-14,0.02923372625468094,0.0,0.043764555959337446,-0.004424445767486855,0.0
2025-02-17,0.0,0.0,0.0,0.0,0.0
2025-02-18,-0.01060116454161995,0.0,0.0,0.0032362358352519167,0.0
2025-02-19,-0.03326675292193755,0.0,0.0,-0.00010432132586838658,0.0
2025-02-20,-0.044138150382510725,0.0,-0.0055266406624983645,0.0005099702713516623,0.0
2025-02-21,-0.0734857193277671,0.0,0.0,-0.014859595271979494,0.0
2025-02-24,-0.0487188296764886,0.0,-0.020316724596249357,-0.008496882603588196,0.0
2025-02-25,-0.06053019457790199,0.0001055757274053267,0.0,-0.0033855025123288554,0.0
2025-02-26,0.012662885166858134,-0.0249340067441465,0.03473359242611405,0.010083002156711478,0.0
2025-02-27,-0.04003896703750674,-0.004200095682275818,0.0,-0.00609477154091704,0.0
2025-02-28,0.02706161794814132,-0.003280847676337495,-0.0436566156533106,0.008738300848309876,0.0
2025-03-03,-0.024462692774209743,0.01130795571833849,0.0,-0.010251512628020572,0.0
2025-03-04,0.010718942601862519,-0.017240085000538686,0.0,-0.0012766056974679672,0.0
2025-03-05,0.042568924917153,0.005106617345273489,0.0,0.009346042733180647,0.0
2025-03-06,-0.089821785603999,0.015079734717296865,0.0,-0.005752308744424312,0.0
2025-03-07,0.0034949257618056284,0.012031966032869778,0.0,0.010380429872344365,0.0
2025-03-10,-0.13049454587624862,-0.02313178515744423,0.0,-0.018540395375033696,0.0
2025-03-11,0.06614865577364726,-0.009785816775647738,0.0,-7.013293947592857e-05,0.0
2025-03-12,0.06411937539319956,-0.015202743044889134,0.0,-0.0004963740792912057,0.0
2025-03-13,-0.029643156549656664,0.0028813077340936965,0.0,-0.005502231235518976,0.0
2025-03-14,0.10557890357410497,0.0297977607048143,0.0,0.011343979623255021,0.0
2025-03-17,0.04433845586309569,0.017139972358286747,0.0,0.009652940562609891,0.0
2025-03-18,-0.06378415333526091,-0.011155824321144092,0.0,-0.010360000276021504,0.0
2025-03-19,0.0711138417846256,0.016499350201681272,0.0,0.020552503466114078,0.0
2025-03-20,0.015521739043867382,0.004082325304515754,0.0,-0.007707780665924856,0.0
2025-03-21,0.01915123470429727,-0.01385290667073631,0.0,0.010935889738782874,0.0
2025-03-24,0.09184544601353616,0.031357211347252695,0.0,0.013669246021767346,0.0
2025-03-25,0.003924938784135989,0.0008934119873864828,0.0,-0.005999645210198295,0.0
2025-03-26,-0.055202138006061954,-0.03941105508252298,0.0,0.0036001222528993563,0.0
2025-03-27,-0.06752161136341556,-0.05272962739207793,0.0,0.006196308683331773,0.0
2025-03-28,-0.04942604885502342,-0.00872155011457254,0.0,-0.006694036767118898,0.0
2025-03-31,-0.013639793618336345,-0.0015377925081430102,0.0,0.014720969813013825,0.0
2025-04-01,0.04458872994504437,0.0014845718282801897,0.0,-0.0020305650141897572,0.0
2025-04-02,0.029321742707809566,0.018223430402401087,0.0,0.008653526815202164,0.0
2025-04-03,-0.11825031927059652,-0.06475829216570868,0.0,-0.014833896821287372,0.0
2025-04-04,-0.09247824592775698,-0.05501176646425285,0.0,-0.040513334853088334,-0.1049355506670801
2025-04-07,0.012201495181024972,0.01246642466899277,0.0,-0.0026899998371221895,0.010489091079105783
2025-04-08,-0.04517537837977784,0.0009736359381676602,0.0,-0.010021599277703496,-0.03170481378397405
2025-04-09,0.2375227866010502,0.07375077227550729,0.0,0.04881805336389812,0.24201813932561733
2025-04-10,-0.06302715709735227,-0.010024024759003615,0.0,-0.025616477092206946,-0.05751006158200678
2025-04-11,0.029225046104240697,0.020548533498876063,0.0,-0.0017779891173153447,0.03513835169686441
2025-04-14,0.010886375829869586,-0.00479873317090338,0.0,0.015400301772851942,0.01028944818544919
2025-04-15,0.024845678036526923,0.0010409356243946451,0.0,-0.008541082079550467,-0.011993094765999968
2025-04-16,-0.05364083698369363,3.748106964109843e-05,0.0,-0.0038360874487897837,-0.011279649430066128
2025-04-17,0.02232556737917906,-0.057261287419220507,0.0,-0.009406602845932017,0.008383329100974456
2025-04-18,0.0,0.0,0.0,0.0,0.0
2025-04-21,-0.028384769639997705,-0.039618108525587066,0.0,-0.017917932215744167,-0.023782699617510294
2025-04-22,0.05968884759673831,0.005813328271280471,0.0,0.018381698694352338,0.019333575545805483
2025-04-23,0.05677719440468652,0.0,0.0,0.018460815146180944,0.007316913813533743
2025-04-24,0.06156058250578716,0.0,0.0,0.004593822420627046,0.0056999873322255866
2025-04-25,0.04152002789460934,0.0,0.0,0.003262183579311116,-0.011770955887129508
2025-04-28,0.010210118931184696,0.0,0.0,0.004199020885795645,0.00045984056499346
2025-04-29,0.019451312424521965,0.0,0.0,0.01325032342686343,0.0066117076137050534
2025-04-30,-0.012282561423762002,0.0,0.0,0.011992206655538172,0.006222658135333847
2025-05-01,-0.007951638801911083,0.0,0.0,-0.0064882725107105865,0.003981370714371352
2025-05-02,0.0690792561891822,0.0,0.0,0.004183829171136547,0.026338484516121974
2025-05-05,-0.01203030570801148,0.0,0.0,0.004307577823334855,0.0023083332507640164
2025-05-06,-0.02542893550567716,0.0,0.0,0.0015137784355189628,-0.002900344219008366
2025-05-07,0.018402824790325643,0.0,0.0,0.0012438355604697244,0.011344793051395796
2025-05-08,0.09259129588708497,0.0,0.0,0.008123987415417906,-0.008059621562166894
2025-05-09,-0.007178677509341681,0.0,0.0,-0.0034120063798443014,-0.007044965173748197
2025-05-12,0.0377234511434695,0.0,0.0,-0.0016463518835295667,0.03236993611045354
2025-05-13,0.0714209318442418,0.0,0.0,-0.009468564554412981,-0.011574830597937336
2025-05-14,-0.0006154642266046687,0.0,0.0,-0.002570740980421566,-0.00796616213713588
2025-05-15,-0.025741721786196915,0.0,0.0,0.020910988914247725,0.013706026338411736
2025-05-16,0.004340641149306761,0.0,0.0,0.011466537934766942,0.014816955532723641
2025-05-19,0.01646943361511554,0.0,0.0,0.003150733811923759,-0.0053411258480351885
2025-05-20,-0.0019244316958651822,0.0,0.0,0.00027833043825206726,-0.0017160283129973842
2025-05-21,-0.026154771608915266,0.0,0.0,-0.012747599198845274,-0.025595750017568936
2025-05-22,-0.0002393538710115326,0.0,0.0,0.0016158890343955794,-0.006256980899791246
2025-05-23,-0.013654476297881418,0.0,0.0,-0.003460228636316726,-0.003693213699142069
2025-05-26,0.0,0.0,0.0,0.0,0.0
2025-05-27,0.024233015683450616,0.0,0.0,0.020292853399612582,0.015245038412564268
2025-05-28,-0.002762156387976949,0.0,0.0,-0.006925745426236638,-0.0150966908774632
2025-05-29,-0.007855590027494879,0.0,0.0,-0.0023645155947451227,0.00809577169050287
2025-05-30,0.027667239277468676,0.0,0.0050005919540367285,0.001724900042335505,0.015242536156489529
2025-06-02,0.015274045483702587,0.0,0.0,0.0034139695656926123,0.012412886545014202
2025-06-03,0.02213540057139491,0.0,0.0,0.011843868317370632,0.02141725785260129
2025-06-04,-0.004294402065697117,0.0,0.0,-0.00013324664332328842,0.004090001490247452
2025-06-05,-0.022388170652741863,0.0,0.0,-0.00258709708225312,-0.0024962487700280755
2025-06-06,0.024089417464252853,0.0,0.02138993957289035,0.0065120536317144016,0.008829152481314172
2025-06-09,-0.005532713064869826,0.0,0.0,0.0002076361305048169,0.0008485580610312793
2025-06-10,-0.010230160783751946,0.0,0.0,-0.003227204672301643,-1.1596920028833502e-05
2025-06-11,0.010028087530446945,0.0,-0.0044641840534504935,0.0026572869875099068,-0.003863548413958249
2025-06-12,-0.007482013717809327,0.0,0.0,0.005136865272246343,0.009700978030458588
2025-06-13,-0.005779322641295553,0.0,0.0,-0.004642928573838871,-0.016042458888785822
2025-06-16,0.02259151676479933,0.0,0.0,0.010580537698173067,0.014222199125503598
2025-06-17,-0.02111580677830585,0.0,0.0,-0.006901772223223836,-0.005616933077276435
2025-06-18,-9.439399191038512e-05,0.0,0.0,-0.0015827196741534846,0.0038423961797459105
2025-06-19,0.0,0.0,0.0,0.0,0.0
2025-06-20,-0.01567222834194946,0.0,0.0,-0.0012368416106909117,-0.006280837512909272
2025-06-23,0.0034873283455227836,0.0,0.0,0.008588509614135141,0.006282485734489985
2025-06-24,0.03520745932101987,0.0,0.0,0.010626312107852524,0.02721890927105113
2025-06-25,0.0006934757818034267,0.0,0.0,-0.004677431744674224,0.005773969822336067
2025-06-26,0.020598776730093932,0.0,0.0,0.0031564403769039134,0.008051679406458146
2025-06-27,-0.03030177851659895,0.0,0.0,0.0035168583765980655,0.00024829553083447473
2025-06-30,0.051618530073553895,0.0,0.0,0.008718247366991791,0.0025079009041450995
