,Return
2024-12-10,-0.031716796519451695
2024-12-11,-0.030982274787894615
2024-12-12,-0.0345500520874209
2024-12-13,-0.02085109512728378
2024-12-16,-0.028017540960897147
2024-12-17,-0.03195401081928395
2024-12-18,-0.056655369136211275
2024-12-19,-0.0408703121424534
2024-12-20,-0.012067825280947742
2024-12-23,-0.01795697736927704
2024-12-24,0.0
2024-12-26,0.0
2024-12-27,-0.02918380137567833
2024-12-30,-0.022843527973096966
2024-12-31,-0.023968232458727257
2025-01-02,-0.03237467342051703
2025-01-03,-0.030941220201699315
2025-01-06,-0.030639091979530964
2025-01-07,-0.02437455499076291
2025-01-08,-0.022840361406280874
2025-01-10,-0.05697809130155396
2025-01-13,-0.03245028473736489
2025-01-14,-0.02977425292085978
2025-01-15,-0.02914713540406022
2025-01-16,-0.011230902475986126
2025-01-17,-0.01864428376708216
2025-01-21,-0.03853023626764984
2025-01-22,-0.024812492835705524
2025-01-23,-0.04530057376251606
2025-01-24,-0.029764061706864076
2025-01-27,-0.1571032367877001
2025-01-28,-0.0161875486276436
2025-01-29,-0.03649465900369775
2025-01-30,-0.059381180404876166
2025-01-31,-0.055703165144268985
2025-02-03,-0.03177034051458105
2025-02-04,-0.05082773425764664
2025-02-05,-0.04377978821775863
2025-02-06,-0.06827657527204523
2025-02-07,-0.026485986620856883
2025-02-10,-0.028605466687532277
2025-02-11,-0.02968654259504111
2025-02-12,-0.03394827941371703
2025-02-13,-0.07369291428623559
2025-02-14,-0.04449212781509937
2025-02-18,-0.022381762221642676
2025-02-19,-0.03336792260137833
2025-02-20,-0.05160655942213854
2025-02-21,-0.07410062858624111
2025-02-24,-0.03699510686430452
2025-02-25,-0.05427366721430693
2025-02-26,-0.04006047616500563
2025-02-27,-0.0644433093627399
2025-02-28,-0.02774035019044374
2025-03-03,-0.07019792523939683
2025-03-04,-0.06350384247551422
2025-03-05,-0.019556649978895946
2025-03-06,-0.03684639655034372
2025-03-07,-0.034103917437379616
2025-03-10,-0.06487058279640068
2025-03-11,-0.043417997024233435
2025-03-12,-0.02639049978110608
2025-03-13,-0.035597366657534435
2025-03-14,-0.0060941802904852516
2025-03-17,-0.01932579062199946
2025-03-18,-0.03990182227499839
2025-03-19,-0.0704095572654223
2025-03-20,-0.06837833945241512
2025-03-21,-0.054436126358838655
2025-03-24,-0.02028297994750572
2025-03-25,-0.03937392434465947
2025-03-26,-0.02148119791440717
2025-03-27,-0.06376431263541804
2025-03-28,-0.03717487252631413
2025-03-31,-0.024062416349681093
2025-04-01,-0.045485815066524604
2025-04-02,-0.00978094781990757
2025-04-03,-0.13135265588395384
2025-04-04,-0.12588815034094647
2025-04-07,-0.04140756352061736
2025-04-08,-0.05639747051038524
2025-04-09,-0.052010204607524035
2025-04-10,-0.25473597431161177
2025-04-11,0.013442856105590373
2025-04-14,0.0
2025-04-15,0.0
2025-04-16,-0.01620194611369319
2025-04-17,-0.13197635636249805
2025-04-21,-0.060821741846872945
2025-04-22,-0.03542620817483866
2025-04-23,0.0
2025-04-24,-0.008457081428275504
2025-04-25,-0.06893213048360447
2025-04-28,-0.041905899638412625
2025-04-29,-0.06621361347750698
2025-04-30,-0.007759221820129558
2025-05-01,-0.07006939833202352
2025-05-02,-0.07882146439075843
2025-05-05,-0.025091812787097156
2025-05-06,-0.05944245242042867
2025-05-07,-0.03250243049015611
2025-05-08,-0.042205543272080814
2025-05-09,-0.009405604470918316
2025-05-12,-0.04477773718416478
2025-05-13,-0.034145308646244765
2025-05-14,-0.021516762106722265
2025-05-15,0.0006421606593285389
2025-05-16,-0.016094007778210018
2025-05-19,-0.013173340285383306
2025-05-20,-0.0219645108270784
2025-05-21,-0.049261782189251146
2025-05-22,-0.018936319689851433
2025-05-23,-0.04589053974368362
2025-05-27,-0.020085766924840986
2025-05-28,-0.04623248771688848
2025-05-29,-0.027797533045177403
2025-05-30,-0.04607514799660373
2025-06-02,-0.02789102705340163
2025-06-03,-0.026547255874698306
2025-06-04,-0.05061120121382445
2025-06-05,-0.040193727742591334
2025-06-06,-0.022057228645139704
2025-06-09,-0.03689608874236916
2025-06-10,-0.03219162096706207
2025-06-11,-0.013018638403159088
2025-06-12,-0.019288133670134266
2025-06-13,-0.03741707442039732
2025-06-16,-0.013103507472690068
2025-06-17,-0.025196561808311424
2025-06-18,-0.019435134503161255
2025-06-20,-0.02276983008945699
2025-06-23,-0.024233444015329564
2025-06-24,-0.01881174227375626
2025-06-25,-0.03897459784788759
2025-06-26,-0.011426229374344565
2025-06-27,-0.0333106412387385
2025-06-30,-0.02837687951005241
2025-07-01,-0.031629867336696926
2025-07-02,-0.0572436370184094
2025-07-03,-0.003626453404221519
2025-07-07,-0.03627607690228629
2025-07-08,-0.034263999132518874
2025-07-09,-0.027186526903984487
2025-07-10,-0.04029936345901308
2025-07-11,-0.023681933246746167
2025-07-14,-0.02556610480668342
2025-07-15,-0.03902697642360131
2025-07-16,-0.024894071613642765
2025-07-17,-0.026107204715111965
2025-07-18,-0.03125396990975793
2025-07-21,-0.029537009206794473
2025-07-22,-0.04756227200686969
2025-07-23,-0.03625103797196094
2025-07-24,-0.061937816964434345
2025-07-25,-0.02881931079407607
2025-07-28,-0.029377143176113507
2025-07-29,-0.05541303436251177
2025-07-30,-0.06308600299597356
2025-07-31,-0.07449158797630617
2025-08-01,-0.04358836672472799
2025-08-04,-0.026882336413043162
2025-08-05,-0.07805509830113644
2025-08-06,-0.059779973512189444
2025-08-07,-0.047517781250515534
2025-08-08,-0.06417178449984529
2025-08-11,-0.02307460804699124
2025-08-12,-0.01597761922456087
2025-08-13,-0.02190670774488057
2025-08-14,-0.09740373824773907
2025-08-15,-0.019600840185007518
2025-08-18,-0.01839179573123073
2025-08-19,-0.04611505590558629
2025-08-20,-0.031658903800729665
2025-08-21,-0.023304280928350796
2025-08-22,-0.03523833852991187
2025-08-25,-0.04255481358224933
2025-08-26,-0.01631018045591981
2025-08-27,-0.010131624919962334
2025-08-28,-0.02967525463044629
2025-08-29,-0.029981227973612468
2025-09-02,-0.0354386648237327
2025-09-03,-0.027746656922778223
2025-09-04,-0.02091877268000497
2025-09-05,-0.0432427287085424
2025-09-08,-0.025471906129972743
2025-09-09,-0.04554479665542277
2025-09-10,-0.045425328054280234
2025-09-11,-0.0196831890968564
2025-09-12,-0.028027871046304553
2025-09-15,-0.02869267115588392
2025-09-16,-0.024178248161593197
2025-09-17,-0.027485602516435503
2025-09-18,-0.0484870992583335
2025-09-19,-0.034273245212945724
2025-09-22,-0.021107370432898342
2025-09-23,-0.01822574417491718
2025-09-24,-0.03600790872815374
2025-09-25,-0.034373950440512724
2025-09-26,-0.007461053554348673
2025-09-29,-0.0324691403188746
2025-09-30,-0.03505407371205116
2025-10-01,-0.04472800774474173
2025-10-02,-0.020830776361373093
2025-10-03,-0.026133465025202418
2025-10-06,-0.03768493316364796
2025-10-07,-0.024482628535295814
2025-10-08,-0.022860128032552662
2025-10-09,-0.026808217005077184
2025-10-10,-0.05832845360005512
2025-10-13,-0.015015416300123818
2025-10-14,-0.02705674182679363
2025-10-15,-0.04110257796535144
2025-10-16,-0.05377501601938406
2025-10-17,-0.008510805056046733
2025-10-20,-0.017937466197051388
2025-10-21,-0.03475729775231495
2025-10-22,-0.047625933978182045
2025-10-23,-0.03586839372730233
2025-10-24,-0.02494147055257878
2025-10-27,-0.013288022327736959
2025-10-28,-0.053728282841227104
2025-10-29,-0.06685234714488641
2025-10-30,-0.0814892557927911
2025-10-31,-0.04036708052947324
2025-11-03,-0.03813730327545162
2025-11-04,-0.055781527587749014
2025-11-05,-0.055890689403420124
2025-11-06,-0.05954255749729831
2025-11-07,-0.03329678692180871
2025-11-10,-0.026588593051350085
2025-11-11,-0.02884811799552467
2025-11-12,-0.028019493359710546
2025-11-13,-0.05579654708883264
2025-11-14,-0.02200378943441339
2025-11-17,-0.04087650284017785
2025-11-18,-0.025888040665403067
2025-11-19,-0.039014717720622705
2025-11-20,-0.07759610210250456
2025-11-21,-0.022170191067260925
2025-11-24,-0.02212253727668312
2025-11-25,-0.022122544591854143
2025-11-26,-0.13961269592232772
2025-11-28,-0.012114242728345381
2025-12-01,-0.03404479441247299
2025-12-02,-0.017311958668524752
2025-12-03,-0.019930059453204252
2025-12-04,-0.020629763981724558
2025-12-05,-0.024491039572618112
2025-12-08,-0.03598156715615097
2025-12-09,-0.027544350181317623
2025-12-10,-0.021636767802959644
2025-12-11,-0.023126926283102422
2025-12-12,-0.03227225444695969
2025-12-15,-0.038018964911613606
2025-12-16,-0.032494516750829594
2025-12-17,-0.042133445696748595
2025-12-18,-0.031823238514112506
2025-12-19,-0.02450376113819419
2025-12-22,-0.027708029099185905
2025-12-23,-0.017185470186002583
2025-12-24,-0.002064576067413615
2025-12-26,-0.022284396085673563
2025-12-29,-0.025918842916250573
2025-12-30,-0.0156559961020869
2025-12-31,-0.019771644384915188
2026-01-02,-0.03985032032998015
2026-01-05,-0.01933550581782484
2026-01-06,-0.032571329914687586
2026-01-07,-0.04668203449329422
2026-01-08,-0.02614482487027736
2026-01-09,-0.033561429841708845
2026-01-12,-0.02896367018528523
2026-01-13,-0.03534711120370604
2026-01-14,-0.03245635850744155
2026-01-15,-0.0229777709751392
2026-01-16,-0.04082706040842077
2026-01-20,-0.04873776698369703
2026-01-21,-0.018539260277838032
2026-01-22,-0.051112821232194294
2026-01-23,-0.02235424694451249
2026-01-26,-0.027222833249303413
2026-01-27,-0.07479564272946582
2026-01-28,-0.051181746988109844
2026-01-29,-0.06113830677445686
2026-01-30,-0.027449840049054042
2026-02-02,-0.03761155576171116
2026-02-03,-0.11544039568220843
2026-02-04,-0.06836283031968748
2026-02-05,-0.08543914864191482
2026-02-06,-0.032229413041618415
2026-02-09,-0.05856455989057441
2026-02-10,-0.04832515370045021
2026-02-11,-0.04337823136346297
2026-02-12,-0.07973629267415261
2026-02-13,-0.018230701619079248
2026-02-17,-0.04951724960297976
2026-02-18,-0.014052960029537709
2026-02-19,-0.03443701020789525
2026-02-20,-0.01099858099585882
2026-02-23,-0.05551627334893394
2026-02-24,-0.009449483798385727
2026-02-25,-0.04506982918032254
2026-02-26,-0.033524562287008286
2026-02-27,-0.0321247362346192
2026-03-02,-0.0513917587109981
2026-03-03,-0.06100810548398039
2026-03-04,-0.022558226741310916
2026-03-05,-0.0505032403759379
2026-03-06,-0.04593732930080441
2026-03-09,-0.024991095501888272
2026-03-10,-0.035137333963145445
2026-03-11,-0.032651651175947594
2026-03-12,-0.05511449186965156
2026-03-13,-0.0351731679665066
2026-03-16,-0.03873995238043759
2026-03-17,-0.031372692712591466
2026-03-18,-0.03620190280527391
2026-03-19,-0.03480087171308699
2026-03-20,-0.05799011016585709
2026-03-23,-0.005266215160935395
2026-03-24,-0.05484798865816343
2026-03-25,-0.029337940367640036
2026-03-26,-0.06418918956670494
2026-03-27,-0.0433035609293726
2026-03-30,-0.05429903213566467
2026-03-31,-0.01569742106473382
2026-04-01,-0.049426468887529995
2026-04-02,-0.013901222194300566
2026-04-06,-0.01720896939484462
2026-04-07,-0.061434266309856045
2026-04-08,-0.054017826334399444
2026-04-09,-0.0696807197943402
2026-04-10,-0.049481194245633575
2026-04-13,-0.020645972368701027
2026-04-14,-0.028049456864386868
2026-04-15,-0.024730472418143856
2026-04-16,-0.01974628534676104
2026-04-17,-0.03660014745701767
2026-04-20,-0.02702246593791713
2026-04-21,-0.04302434154946633
2026-04-22,-0.04294116678120852
2026-04-23,-0.06816534296208054
2026-04-24,-0.04417450760960118
2026-04-27,-0.026804543137496806
2026-04-28,-0.06029037577362395
2026-04-29,-0.06292335913721481
2026-04-30,-0.04229495666019423
2026-05-01,-0.03606819260846206
2026-05-04,-0.043183457518335744
2026-05-05,-0.04051477953831861
2026-05-06,-0.07825985575694827
2026-05-07,-0.05183239242216986
2026-05-08,-0.053189090432690156
2026-05-11,-0.04419405439598245
2026-05-12,-0.021323936404751054
2026-05-13,-0.05102919387973803
2026-05-14,-0.032779863025858114
2026-05-15,-0.03211304120501557
2026-05-18,-0.037741039565477474
2026-05-19,-0.039760266302120706
2026-05-20,-0.03082288428253288
2026-05-21,-0.04629112441711691
2026-05-22,-0.012813029655014074
2026-05-26,-0.028122388802531373
2026-05-27,-0.06883970822405272
2026-05-28,-0.023264781503486764
2026-05-29,-0.029137359520316486
2026-06-01,-0.0330969969185686
2026-06-02,-0.024790105541607654
2026-06-03,-0.043016532937193874
2026-06-04,-0.05648624200030483
2026-06-05,-0.06465397932633654
2026-06-08,-0.02635545699628461
2026-06-09,-0.05064710908916825
2026-06-10,-0.07255293739049373
2026-06-11,-0.04676409899009515
2026-06-12,-0.029692892183412756
